"",16.000
16249.1667,-2.9294E+01
16249.3333,-1.1053E+01
16249.5000,-8.7967E+00
16249.6667,-6.6795E+00
16249.8333,-1.5659E+01
16250.0000,-2.5121E+01
16250.1667,-2.5290E+01
16250.3333,-3.1604E+01
16250.5000,-2.9297E+01
16250.6667,-3.4195E+01
16250.8333,-4.4525E+01
16251.0000,-4.5714E+01
16251.1667,-4.2442E+01
16251.3333,-4.2286E+01
16251.5000,-2.4213E+01
16251.6667,-2.0670E+01
16251.8333,-3.0538E+01
16252.0000,-4.7116E+01
16252.1667,-4.9240E+01
16252.3333,-2.2019E+01
16252.5000,-2.1917E+01
16252.6667,-9.9429E+00
16252.8333,-2.1717E+01
16253.0000,-2.6184E+01
16253.1667,-2.7427E+01
16253.3333,-2.3924E+01
16253.5000,-2.2655E+01
16253.6667,-2.3110E+01
16253.8333,-2.8833E+01
16254.0000,-3.8684E+01
16254.1667,-3.9532E+01
16254.3333,-2.3215E+01
16254.5000,-1.9100E+01
16254.6667,-1.1191E+01
16254.8333,-1.8953E+01
16255.0000,-2.7238E+01
16255.1667,-2.8997E+01
16255.3333,-1.0523E+01
16255.5000,-5.9216E+00
16255.6667,-1.3705E+00
16255.8333,-7.9009E+00
16256.0000,-2.4703E+01
16256.1667,-2.4173E+01
16256.3333,-1.8244E+01
16256.5000,-6.2586E+00
16256.6667,-3.9396E+00
16256.8333,-1.1776E+01
16257.0000,-2.3581E+01
16257.1667,-2.8540E+01
16257.3333,-7.2364E+00
16257.5000,-1.0970E+01
16257.6667,-4.2053E+00
16257.8333,-2.2610E+01
16258.0000,-2.2048E+01
16258.1667,-2.2559E+01
16258.3333,-1.5431E+01
16258.5000,-1.4494E+01
16258.6667,-1.1826E+01
16258.8333,-1.9019E+01
16259.0000,-2.4529E+01
16259.1667,-2.9008E+01
16259.3333,-3.1453E+01
16259.5000,-3.4168E+01
16259.6667,-3.7211E+01
16259.8333,-3.9941E+01
16260.0000,-4.0022E+01
16260.1667,-3.9211E+01
16260.3333,-3.6504E+01
16260.5000,-3.0465E+01
16260.6667,-3.1787E+01
16260.8333,-4.2852E+01
16261.0000,-4.3269E+01
16261.1667,-4.5387E+01
16261.3333,-3.7603E+01
16261.5000,-3.2741E+01
16261.6667,-2.9929E+01
16261.8333,-2.9691E+01
16262.0000,-2.7416E+01
16262.1667,-2.6036E+01
16262.3333,-2.0957E+01
16262.5000,-1.4940E+01
16262.6667,-1.3520E+01
16262.8333,-1.5680E+01
16263.0000,-1.9068E+01
16263.1667,-1.9481E+01
16263.3333,-1.5284E+01
16263.5000,-1.0799E+01
16263.6667,-1.3406E+01
16263.8333,-2.0520E+01
16264.0000,-2.1512E+01
16264.1667,-2.1587E+01
16264.3333,-1.5453E+01
16264.5000,-8.1898E+00
16264.6667,-8.4608E+00
16264.8333,-1.6937E+01
16265.0000,-1.7221E+01
16265.1667,-1.9131E+01
16265.3333,-9.2638E+00
16265.5000,-1.8492E+01
16265.6667,-2.3540E+01
16265.8333,-1.8095E+01
16266.0000,-1.8692E+01
16266.1667,-1.9697E+01
16266.3333,-8.1113E+00
16266.5000,-1.9559E+00
16266.6667,-6.1586E+00
16266.8333,-1.0942E+01
16267.0000,-2.3326E+01
16267.1667,-2.8729E+01
16267.3333,-5.2857E+00
16267.5000,-1.4075E+01
